,index,0,1
1477,1477,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1478,1478,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
1479,1479,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1480,1480,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1481,1481,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1482,1482,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1483,1483,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
1484,1484,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1485,1485,Kommunistische Partei Österreichs,AMTSAUSSTATTUNG
1486,1486,Unabhängige Bürgerinitiative Rettet Österreich,AKTIVIERUNGSFÄHIGE RECHTE
1487,1487,Liberales Forum,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1488,1488,Die Christen,HANDELSWAREN
1489,1489,Bürgerforum Österreich Liste Fritz Dinkhauser,HANDELSWAREN
1490,1490,Sozialdemokratische Partei Österreichs,REINIGUNGSMITTEL
1491,1491,Österreichische Volkspartei,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1492,1492,Die Grünen - Die Grüne Alternative,DRUCKWERKE
1493,1493,Freiheitliche Partei Österreichs,DRUCKWERKE KOPIERSERVICE - MDPA
1494,1494,BZÖ-Mag. Ewald Stadler,DRUCKWERKE
1495,1495,Kommunistische Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
1496,1496,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1497,1497,Liberales Forum,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1498,1498,Die Christen,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1499,1499,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1500,1500,Sozialdemokratische Partei Österreichs,REISEGEBÜHREN
1501,1501,Österreichische Volkspartei,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1502,1502,Die Grünen - Die Grüne Alternative,MEHRLEISTUNGSVERGÜTUNGEN
1503,1503,Freiheitliche Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
1504,1504,BZÖ-Mag. Ewald Stadler,SONSTIGE NEBENGEBÜHREN
1505,1505,Kommunistische Partei Österreichs,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
1506,1506,Unabhängige Bürgerinitiative Rettet Österreich,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1507,1507,Liberales Forum,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1508,1508,Die Christen,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
1509,1509,Bürgerforum Österreich Liste Fritz Dinkhauser,STROM FAHRRADSTATION
1510,1510,Sozialdemokratische Partei Österreichs,INSTANDH. VON GEBÄUDEN FAHRRADSTATION
1511,1511,Österreichische Volkspartei,INSTANDH. VON SONSTIGEN ANLAGEN
1512,1512,Die Grünen - Die Grüne Alternative,PERSONEN- UND GÜTERTRANSPORTE
1513,1513,Freiheitliche Partei Österreichs,POSTDIENSTE
1514,1514,BZÖ-Mag. Ewald Stadler,POSTDIENSTE
1515,1515,Kommunistische Partei Österreichs,TELEKOMMUNIKATIONSDIENSTE
1516,1516,Unabhängige Bürgerinitiative Rettet Österreich,ZINSEN FÜR FINANZSCHULDEN - INLAND
1517,1517,Liberales Forum,MIETZINSE
1518,1518,Die Christen,MIETZINSE
1519,1519,Bürgerforum Österreich Liste Fritz Dinkhauser,MIETZINSE FAHRRADSTATION
1520,1520,Sozialdemokratische Partei Österreichs,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
1521,1521,Österreichische Volkspartei,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1522,1522,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1523,1523,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1524,1524,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
1525,1525,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1526,1526,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN VERKEHRSKONZEPTE
1527,1527,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1528,1528,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
1529,1529,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1530,1530,Sozialdemokratische Partei Österreichs,AMTSAUSSTATTUNG
1531,1531,Österreichische Volkspartei,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
1532,1532,Die Grünen - Die Grüne Alternative,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1533,1533,Freiheitliche Partei Österreichs,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS DIENSTKLEIDER
1534,1534,BZÖ-Mag. Ewald Stadler,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1535,1535,Kommunistische Partei Österreichs,MATERIALIEN F.INNERBETRIEBLICHE LEISTUNGEN
1536,1536,Unabhängige Bürgerinitiative Rettet Österreich,FERTIG BEZOGENE TEILE
1537,1537,Liberales Forum,TREIBSTOFFE WB
1538,1538,Die Christen,REINIGUNGSMITTEL GBG
1539,1539,Bürgerforum Österreich Liste Fritz Dinkhauser,CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL
1540,1540,Sozialdemokratische Partei Österreichs,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1541,1541,Österreichische Volkspartei,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1542,1542,Die Grünen - Die Grüne Alternative,DRUCKWERKE
1543,1543,Freiheitliche Partei Österreichs,DRUCKWERKE KOPIERSERVICE - MDPA
1544,1544,BZÖ-Mag. Ewald Stadler,DRUCKWERKE
1545,1545,Kommunistische Partei Österreichs,DRUCKWERKE
1546,1546,Unabhängige Bürgerinitiative Rettet Österreich,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
1547,1547,Liberales Forum,SONSTIGE VERBRAUCHSGÜTER
1548,1548,Die Christen,SONSTIGE VERBRAUCHSGÜTER
1549,1549,Bürgerforum Österreich Liste Fritz Dinkhauser,SONSTIGE VERBRAUCHSGÜTER
1550,1550,Sozialdemokratische Partei Österreichs,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1551,1551,Österreichische Volkspartei,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1552,1552,Die Grünen - Die Grüne Alternative,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
1553,1553,Freiheitliche Partei Österreichs,GELDBEZÜGE DER BEAMTEN IN HANDWERKLICHER VERWENDUN
1554,1554,BZÖ-Mag. Ewald Stadler,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1555,1555,Kommunistische Partei Österreichs,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1556,1556,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
1557,1557,Liberales Forum,REISEGEBÜHREN
1558,1558,Die Christen,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1559,1559,Bürgerforum Österreich Liste Fritz Dinkhauser,MEHRLEISTUNGSVERGÜTUNGEN
1560,1560,Sozialdemokratische Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
1561,1561,Österreichische Volkspartei,SONSTIGE NEBENGEBÜHREN
1562,1562,Die Grünen - Die Grüne Alternative,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
1563,1563,Freiheitliche Partei Österreichs,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
1564,1564,BZÖ-Mag. Ewald Stadler,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1565,1565,Kommunistische Partei Österreichs,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1566,1566,Unabhängige Bürgerinitiative Rettet Österreich,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1567,1567,Liberales Forum,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
1568,1568,Die Christen,STROM
1569,1569,Bürgerforum Österreich Liste Fritz Dinkhauser,WÄRME
1570,1570,Sozialdemokratische Partei Österreichs,INSTANDH. VON GEBÄUDEN
1571,1571,Österreichische Volkspartei,INSTANDH. VON GEBÄUDEN
1572,1572,Die Grünen - Die Grüne Alternative,INSTANDH. VON GEBÄUDEN HOLDING
1573,1573,Freiheitliche Partei Österreichs,INSTANDH. VON FAHRZEUGEN
1574,1574,BZÖ-Mag. Ewald Stadler,INSTANDH. VON SONSTIGEN ANLAGEN
1575,1575,Kommunistische Partei Österreichs,PERSONEN- UND GÜTERTRANSPORTE
1576,1576,Unabhängige Bürgerinitiative Rettet Österreich,POSTDIENSTE
1577,1577,Liberales Forum,POSTDIENSTE
1578,1578,Die Christen,TELEKOMMUNIKATIONSDIENSTE
1579,1579,Bürgerforum Österreich Liste Fritz Dinkhauser,RECHTSKOSTEN
1580,1580,Sozialdemokratische Partei Österreichs,ZINSEN FÜR FINANZSCHULDEN - INLAND
1581,1581,Österreichische Volkspartei,VERSICHERUNGEN
1582,1582,Die Grünen - Die Grüne Alternative,MIETZINSE
1583,1583,Freiheitliche Partei Österreichs,MIETZINSE KOPIERER
1584,1584,BZÖ-Mag. Ewald Stadler,MIETZINSE KÜNDIGUNGSVERZICHT
1585,1585,Kommunistische Partei Österreichs,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
1586,1586,Unabhängige Bürgerinitiative Rettet Österreich,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1587,1587,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1588,1588,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1589,1589,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN HOLDING
1590,1590,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
1591,1591,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1592,1592,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1593,1593,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1594,1594,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
1595,1595,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV-SCHULUNGEN
1596,1596,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1597,1597,Liberales Forum,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
1598,1598,Die Christen,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1599,1599,Bürgerforum Österreich Liste Fritz Dinkhauser,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG
1600,1600,Sozialdemokratische Partei Österreichs,TREIBSTOFFE
1601,1601,Österreichische Volkspartei,REINIGUNGSMITTEL
1602,1602,Die Grünen - Die Grüne Alternative,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1603,1603,Freiheitliche Partei Österreichs,DRUCKWERKE
1604,1604,BZÖ-Mag. Ewald Stadler,SONSTIGE VERBRAUCHSGÜTER
1605,1605,Kommunistische Partei Österreichs,SONSTIGE VERBRAUCHSGÜTER
1606,1606,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1607,1607,Liberales Forum,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1608,1608,Die Christen,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1609,1609,Bürgerforum Österreich Liste Fritz Dinkhauser,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1610,1610,Sozialdemokratische Partei Österreichs,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1611,1611,Österreichische Volkspartei,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1612,1612,Die Grünen - Die Grüne Alternative,MEHRLEISTUNGSVERGÜTUNGEN
1613,1613,Freiheitliche Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
1614,1614,BZÖ-Mag. Ewald Stadler,SONSTIGE NEBENGEBÜHREN
1615,1615,Kommunistische Partei Österreichs,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
1616,1616,Unabhängige Bürgerinitiative Rettet Österreich,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1617,1617,Liberales Forum,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1618,1618,Die Christen,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
1619,1619,Bürgerforum Österreich Liste Fritz Dinkhauser,STROM
1620,1620,Sozialdemokratische Partei Österreichs,WÄRME
1621,1621,Österreichische Volkspartei,INSTANDH. VON GEBÄUDEN
1622,1622,Die Grünen - Die Grüne Alternative,INSTANDH. VON FAHRZEUGEN
1623,1623,Freiheitliche Partei Österreichs,INSTANDH. VON SONSTIGEN ANLAGEN GBG
1624,1624,BZÖ-Mag. Ewald Stadler,PERSONEN- UND GÜTERTRANSPORTE
1625,1625,Kommunistische Partei Österreichs,POSTDIENSTE
1626,1626,Unabhängige Bürgerinitiative Rettet Österreich,TELEKOMMUNIKATIONSDIENSTE
1627,1627,Liberales Forum,ZINSEN FÜR FINANZSCHULDEN - INLAND
1628,1628,Die Christen,VERSICHERUNGEN
1629,1629,Bürgerforum Österreich Liste Fritz Dinkhauser,MIETZINSE KÜNDIGUNGSVERZICHT
1630,1630,Sozialdemokratische Partei Österreichs,MIETZINSE KÜNDIGUNGSVERZICHT
1631,1631,Österreichische Volkspartei,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1632,1632,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1633,1633,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1634,1634,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1635,1635,Kommunistische Partei Österreichs,UNBEBAUTE GRUNDSTÜCKE
1636,1636,Unabhängige Bürgerinitiative Rettet Österreich,UNBEBAUTE GRUNDSTÜCKE
1637,1637,Liberales Forum,FAHRZEUGE
1638,1638,Die Christen,AMTSAUSSTATTUNG
1639,1639,Bürgerforum Österreich Liste Fritz Dinkhauser,AKTIVIERUNGSFÄHIGE RECHTE
1640,1640,Sozialdemokratische Partei Österreichs,INVESTITIONSDARLEHEN VON KREDITINSTITUTEN
1641,1641,Österreichische Volkspartei,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1642,1642,Die Grünen - Die Grüne Alternative,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS GBG
1643,1643,Freiheitliche Partei Österreichs,HANDELSWAREN
1644,1644,BZÖ-Mag. Ewald Stadler,TREIBSTOFFE
1645,1645,Kommunistische Partei Österreichs,REINIGUNGSMITTEL
1646,1646,Unabhängige Bürgerinitiative Rettet Österreich,CHEMISCHE UND SONSTIGE ARTVERWANDTE MITTEL
1647,1647,Liberales Forum,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1648,1648,Die Christen,DRUCKWERKE
1649,1649,Bürgerforum Österreich Liste Fritz Dinkhauser,DRUCKWERKE KOPIERSERVICE - MDPA
1650,1650,Sozialdemokratische Partei Österreichs,MITTEL ZUR ÄRZTL. BETREUUNG UND GESUNDHEITSVORSORG
1651,1651,Österreichische Volkspartei,SONSTIGE VERBRAUCHSGÜTER
1652,1652,Die Grünen - Die Grüne Alternative,SONSTIGE VERBRAUCHSGÜTER
1653,1653,Freiheitliche Partei Österreichs,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1654,1654,BZÖ-Mag. Ewald Stadler,GELDBEZÜGE DER BEAMTEN DER VERWALTUNG
1655,1655,Kommunistische Partei Österreichs,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1656,1656,Unabhängige Bürgerinitiative Rettet Österreich,GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG
1657,1657,Liberales Forum,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
1658,1658,Die Christen,GELDBEZÜGE DER NICHT GANZJÄHRIG BESCHÄFTIGTEN ANGE
1659,1659,Bürgerforum Österreich Liste Fritz Dinkhauser,REISEGEBÜHREN
1660,1660,Sozialdemokratische Partei Österreichs,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1661,1661,Österreichische Volkspartei,SONSTIGE AUFWANDSENTSCHÄDIGUNGEN
1662,1662,Die Grünen - Die Grüne Alternative,MEHRLEISTUNGSVERGÜTUNGEN
1663,1663,Freiheitliche Partei Österreichs,MEHRLEISTUNGSVERGÜTUNGEN
1664,1664,BZÖ-Mag. Ewald Stadler,SONSTIGE NEBENGEBÜHREN
1665,1665,Kommunistische Partei Österreichs,DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN
1666,1666,Unabhängige Bürgerinitiative Rettet Österreich,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1667,1667,Liberales Forum,SONSTIGE DGB ZUR SOZIALEN SICHERHEIT
1668,1668,Die Christen,FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN)
1669,1669,Bürgerforum Österreich Liste Fritz Dinkhauser,STROM
1670,1670,Sozialdemokratische Partei Österreichs,WÄRME
1671,1671,Österreichische Volkspartei,INSTANDH. VON GEBÄUDEN
1672,1672,Die Grünen - Die Grüne Alternative,INSTANDH. VON GEBÄUDEN GBG
1673,1673,Freiheitliche Partei Österreichs,INSTANDH. VON FAHRZEUGEN
1674,1674,BZÖ-Mag. Ewald Stadler,INSTANDH. VON FAHRZEUGEN HOLDING
1675,1675,Kommunistische Partei Österreichs,INSTANDH. VON SONSTIGEN ANLAGEN GBG
1676,1676,Unabhängige Bürgerinitiative Rettet Österreich,PERSONEN- UND GÜTERTRANSPORTE
1677,1677,Liberales Forum,POSTDIENSTE
1678,1678,Die Christen,TELEKOMMUNIKATIONSDIENSTE
1679,1679,Bürgerforum Österreich Liste Fritz Dinkhauser,TELEKOMMUNIKATIONSDIENSTE
1680,1680,Sozialdemokratische Partei Österreichs,RECHTSKOSTEN
1681,1681,Österreichische Volkspartei,ZINSEN FÜR FINANZSCHULDEN - INLAND
1682,1682,Die Grünen - Die Grüne Alternative,VERSICHERUNGEN
1683,1683,Freiheitliche Partei Österreichs,SCHADENSFÄLLE
1684,1684,BZÖ-Mag. Ewald Stadler,MIETZINSE
1685,1685,Kommunistische Partei Österreichs,MIETZINSE
1686,1686,Unabhängige Bürgerinitiative Rettet Österreich,MIETZINSE
1687,1687,Liberales Forum,MIETZINSE
1688,1688,Die Christen,MIETZINSE
1689,1689,Bürgerforum Österreich Liste Fritz Dinkhauser,MIETZINSE KÜNDIGUNGSVERZICHT
1690,1690,Sozialdemokratische Partei Österreichs,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
1691,1691,Österreichische Volkspartei,RÜCKERSÄTZE VON EINNAHMEN
1692,1692,Die Grünen - Die Grüne Alternative,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1693,1693,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1694,1694,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1695,1695,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1696,1696,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN ITG
1697,1697,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN HOLDING
1698,1698,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG-REINIGUNG
1699,1699,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1700,1700,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN GBG
1701,1701,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1702,1702,Die Grünen - Die Grüne Alternative,ENTGELTE FÜR SONSTIGE LEISTUNGEN TAGUNGSGEBÜHREN
1703,1703,Freiheitliche Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN
1704,1704,BZÖ-Mag. Ewald Stadler,ENTGELTE FÜR SONSTIGE LEISTUNGEN FAHRZEUGABSCHLEPPUNGEN
1705,1705,Kommunistische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN EINSCHALTUNGEN
1706,1706,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN FAHRZEUGENTFERNUNG
1707,1707,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN VERSCHROTTUNGSKOSTEN
1708,1708,Die Christen,ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULWEGSICHERUNG
1709,1709,Bürgerforum Österreich Liste Fritz Dinkhauser,ENTGELTE FÜR SONSTIGE LEISTUNGEN STRASSENDATENBANK
1710,1710,Sozialdemokratische Partei Österreichs,ENTGELTE FÜR SONSTIGE LEISTUNGEN STRASSENDATENBANK
1711,1711,Österreichische Volkspartei,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1712,1712,Die Grünen - Die Grüne Alternative,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
1713,1713,Freiheitliche Partei Österreichs,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
1714,1714,BZÖ-Mag. Ewald Stadler,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
1715,1715,Kommunistische Partei Österreichs,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
1716,1716,Unabhängige Bürgerinitiative Rettet Österreich,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
1717,1717,Liberales Forum,INSTANDH. VON GEBÄUDEN
1718,1718,Die Christen,MIETZINSE
1719,1719,Bürgerforum Österreich Liste Fritz Dinkhauser,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
1720,1720,Sozialdemokratische Partei Österreichs,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
1721,1721,Österreichische Volkspartei,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
1722,1722,Die Grünen - Die Grüne Alternative,LFD. TRANSFERZ. AN SONST.TRÄGER D.ÖFFENTL.RECHTS
1723,1723,Freiheitliche Partei Österreichs,LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE
1724,1724,BZÖ-Mag. Ewald Stadler,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
1725,1725,Kommunistische Partei Österreichs,LFD. TRANSFERZ. AN PRIV.ORGANISATIONEN O.ERWERBSZW
1726,1726,Unabhängige Bürgerinitiative Rettet Österreich,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE
1727,1727,Liberales Forum,SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE MENSCHENRECHTSPREIS DER
1728,1728,Die Christen,KAP.TRANSFERZ. AN PRIV.ORGANISATIONEN O. ERWERBSZW
1729,1729,Bürgerforum Österreich Liste Fritz Dinkhauser,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1730,1730,Sozialdemokratische Partei Österreichs,HANDELSWAREN
1731,1731,Österreichische Volkspartei,DRUCKWERKE KOPIERSERVICE - MDPA
1732,1732,Die Grünen - Die Grüne Alternative,DRUCKWERKE
1733,1733,Freiheitliche Partei Österreichs,PERSONEN- UND GÜTERTRANSPORTE
1734,1734,BZÖ-Mag. Ewald Stadler,MIETZINSE
1735,1735,Kommunistische Partei Österreichs,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1736,1736,Unabhängige Bürgerinitiative Rettet Österreich,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1737,1737,Liberales Forum,ENTGELTE FÜR SONSTIGE LEISTUNGEN
1738,1738,Die Christen,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1739,1739,Bürgerforum Österreich Liste Fritz Dinkhauser,GERINGWERTIGE WIRTSCHAFTSGÜTER D.ANLAGEVERMÖGENS
1740,1740,Sozialdemokratische Partei Österreichs,HANDELSWAREN
1741,1741,Österreichische Volkspartei,REINIGUNGSMITTEL
1742,1742,Die Grünen - Die Grüne Alternative,"SCHREIB-,ZEICHEN- UND SONSTIGE BÜROMITTEL"
1743,1743,Freiheitliche Partei Österreichs,DRUCKWERKE
1744,1744,BZÖ-Mag. Ewald Stadler,REISEGEBÜHREN
1745,1745,Kommunistische Partei Österreichs,STROM
1746,1746,Unabhängige Bürgerinitiative Rettet Österreich,WASSER
1747,1747,Liberales Forum,WÄRME
1748,1748,Die Christen,INSTANDH. VON SONSTIGEN GRUNDSTÜCKSEINRICHTUNGEN
1749,1749,Bürgerforum Österreich Liste Fritz Dinkhauser,INSTANDH. VON GEBÄUDEN
1750,1750,Sozialdemokratische Partei Österreichs,INSTANDH. VON GEBÄUDEN
1751,1751,Österreichische Volkspartei,PERSONEN- UND GÜTERTRANSPORTE
1752,1752,Die Grünen - Die Grüne Alternative,TELEKOMMUNIKATIONSDIENSTE
1753,1753,Freiheitliche Partei Österreichs,VERSICHERUNGEN
1754,1754,BZÖ-Mag. Ewald Stadler,MIETZINSE INFRANET
1755,1755,Kommunistische Partei Österreichs,MIETZINSE
1756,1756,Unabhängige Bürgerinitiative Rettet Österreich,MIETZINSE ZABADEH
1757,1757,Liberales Forum,MIETZINSE GBG-MIETEN
1758,1758,Die Christen,MIETZINSE INFRANET
1759,1759,Bürgerforum Österreich Liste Fritz Dinkhauser,"ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG."
1760,1760,Sozialdemokratische Partei Österreichs,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1761,1761,Österreichische Volkspartei,AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN
1762,1762,Die Grünen - Die Grüne Alternative,MITGLIEDSBEITRÄGE AN INSTITUTIONEN (IM INLAND)
